factor_1,factor_2,factor_3,factor_4,factor_5,label
0.06199999999999999,0.1276,0.10300000000000001,0.091,0.035333333333333335,I need to take a break
0.11133333333333333,0.1668,0.07150000000000001,0.065,0.022000000000000002,I need to take a break
0.07933333333333333,0.14239999999999997,0.0475,0.11099999999999999,0.06133333333333334,I need to take a break
0.12866666666666665,0.12480000000000001,0.07799999999999999,0.119,0.068,I need to take a break
0.15,0.1112,0.056499999999999995,0.092,0.09333333333333332,I need to take a break
0.05266666666666667,0.11800000000000001,0.051500000000000004,0.10400000000000001,0.050666666666666665,I need to take a break
0.11866666666666668,0.1268,0.07299999999999998,0.076,0.04733333333333333,I need to take a break
0.11333333333333333,0.09,0.055499999999999994,0.073,0.03733333333333333,I need to take a break
0.16533333333333333,0.1048,0.0615,0.08399999999999999,0.05333333333333333,I need to take a break
0.10800000000000001,0.10880000000000001,0.08499999999999999,0.127,0.08133333333333333,I need to take a break
0.134,0.1024,0.059,0.10200000000000001,0.084,I need to take a break
0.14466666666666667,0.0916,0.09549999999999999,0.137,0.068,I need to take a break
0.14,0.10679999999999999,0.0645,0.11699999999999999,0.07600000000000001,I need to take a break
0.058666666666666666,0.1284,0.052500000000000005,0.08,0.12000000000000001,I need to take a break
0.08266666666666667,0.1588,0.059,0.132,0.082,I need to take a break
0.012,0.19520000000000004,0.04,0.10200000000000001,0.06533333333333334,I need to take a break
0.02333333333333333,0.1972,0.0415,0.11100000000000002,0.098,I need to take a break
0.05533333333333334,0.21719999999999998,0.05800000000000001,0.119,0.066,I need to take a break
0.08066666666666666,0.15639999999999998,0.0595,0.096,0.05533333333333334,I need to take a break
0.03133333333333334,0.1764,0.052000000000000005,0.10600000000000001,0.05266666666666667,I need to take a break
0.036000000000000004,0.21960000000000002,0.06400000000000002,0.10999999999999999,0.04666666666666667,I need to take a break
0.032,0.1864,0.039,0.089,0.06066666666666667,I need to take a break
0.024666666666666667,0.1308,0.0475,0.10700000000000001,0.1,I need to take a break
0.036000000000000004,0.1252,0.029500000000000005,0.11499999999999999,0.07133333333333333,I need to take a break
0.032,0.10279999999999999,0.025500000000000002,0.16,0.10066666666666668,I need to take a break
0.04466666666666667,0.0868,0.021500000000000002,0.096,0.06133333333333333,I need to take a break
0.002,0.0808,0.017,0.078,0.114,I need to take a break
0.04733333333333334,0.088,0.035,0.081,0.12266666666666666,I need to take a break
0.08399999999999999,0.1108,0.014500000000000002,0.06899999999999999,0.08933333333333332,I need to take a break
0.09000000000000001,0.1012,0.044000000000000004,0.10300000000000001,0.11133333333333333,I need to take a break
0.08133333333333333,0.1072,0.027999999999999997,0.074,0.10133333333333333,I need to take a break
0.12200000000000001,0.0784,0.0675,0.063,0.09333333333333332,I need to take a break
0.026000000000000002,0.0848,0.05900000000000001,0.05600000000000001,0.09266666666666667,I need to take a break
0.046000000000000006,0.1096,0.0735,0.079,0.09266666666666666,I need to take a break
0.05333333333333333,0.1,0.06999999999999999,0.061,0.09133333333333334,I need to take a break
0.024666666666666667,0.0956,0.0755,0.088,0.08266666666666667,I need to take a break
0.022000000000000002,0.0784,0.0695,0.057999999999999996,0.096,I need to take a break
0.010666666666666666,0.0932,0.085,0.06499999999999999,0.07866666666666666,I need to take a break
0.03333333333333333,0.0872,0.076,0.049,0.10400000000000001,I need to take a break
0.11266666666666666,0.08,0.044,0.099,0.12333333333333334,I need to take a break
0.12466666666666668,0.08040000000000001,0.019,0.10900000000000001,0.15066666666666667,I need to take a break
0.08533333333333333,0.056400000000000006,0.015000000000000003,0.088,0.136,I need to take a break
0.09866666666666667,0.056799999999999996,0.027500000000000004,0.075,0.114,I need to take a break
0.08333333333333333,0.0768,0.028000000000000004,0.040999999999999995,0.132,I need to take a break
0.074,0.0776,0.039,0.10300000000000001,0.11000000000000001,I need to take a break
0.08666666666666667,0.09480000000000001,0.06799999999999999,0.118,0.10866666666666666,I need to take a break
0.028,0.08040000000000001,0.069,0.091,0.10533333333333333,I need to take a break
0.06866666666666667,0.10679999999999999,0.0785,0.096,0.074,I need to take a break
0.05533333333333333,0.0724,0.0975,0.092,0.066,I need to take a break
0.06533333333333333,0.0832,0.081,0.047,0.09066666666666666,I need to take a break
0.06933333333333333,0.11440000000000002,0.07699999999999999,0.07899999999999999,0.10533333333333333,I need to take a break
0.05466666666666667,0.0908,0.074,0.053000000000000005,0.084,I need to take a break
0.04533333333333333,0.06999999999999999,0.08,0.075,0.098,I need to take a break
0.05533333333333334,0.0904,0.076,0.051000000000000004,0.08666666666666667,I need to take a break
0.030000000000000002,0.0864,0.097,0.05500000000000001,0.08466666666666667,I need to take a break
0.03266666666666666,0.12719999999999998,0.073,0.053000000000000005,0.07333333333333333,I need to take a break
0.05266666666666667,0.10640000000000001,0.0885,0.064,0.096,I need to take a break
0.054000000000000006,0.1108,0.0665,0.051000000000000004,0.10933333333333334,I need to take a break
0.048,0.09200000000000001,0.078,0.069,0.10400000000000001,I need to take a break
0.05999999999999999,0.0992,0.076,0.093,0.09666666666666668,I need to take a break
0.035333333333333335,0.08839999999999999,0.06699999999999999,0.051000000000000004,0.092,I need to take a break
0.08733333333333333,0.1044,0.087,0.077,0.08733333333333333,I need to take a break
0.064,0.08639999999999999,0.06999999999999999,0.08199999999999999,0.11133333333333333,I need to take a break
0.09333333333333332,0.1092,0.05600000000000001,0.046,0.098,I need to take a break
0.11333333333333334,0.12359999999999999,0.064,0.085,0.10466666666666666,I need to take a break
0.05466666666666667,0.08439999999999999,0.0185,0.08299999999999999,0.12866666666666668,I need to take a break
0.078,0.10200000000000001,0.029500000000000005,0.086,0.138,I need to take a break
0.006666666666666667,0.088,0.027500000000000004,0.127,0.098,I need to take a break
0.09866666666666667,0.0404,0.0385,0.095,0.114,I need to take a break
0.07200000000000001,0.027999999999999997,0.044500000000000005,0.071,0.11066666666666668,I need to take a break
0.12133333333333332,0.054000000000000006,0.053000000000000005,0.08499999999999999,0.12466666666666666,I need to take a break
0.07933333333333333,0.032,0.031,0.076,0.12933333333333333,I need to take a break
0.144,0.0604,0.034,0.083,0.11999999999999998,I need to take a break
0.07,0.0564,0.032999999999999995,0.095,0.10800000000000001,I need to take a break
0.10266666666666666,0.0416,0.055499999999999994,0.093,0.09733333333333333,I need to take a break
0.09333333333333332,0.07800000000000001,0.17149999999999999,0.083,0.07933333333333333,I need to take a break
0.084,0.0732,0.1935,0.08199999999999999,0.07666666666666666,I need to take a break
0.08666666666666667,0.12,0.11600000000000002,0.09,0.10400000000000001,I need to take a break
0.07733333333333332,0.076,0.0955,0.119,0.05600000000000001,I need to take a break
0.10666666666666667,0.036,0.051500000000000004,0.096,0.07866666666666668,I need to take a break
0.14066666666666666,0.07120000000000001,0.06000000000000001,0.11499999999999999,0.08866666666666667,I need to take a break
0.13666666666666666,0.06480000000000001,0.094,0.129,0.09866666666666667,I need to take a break
0.08533333333333333,0.047200000000000006,0.0965,0.10800000000000001,0.07266666666666667,I need to take a break
0.1,0.08439999999999999,0.10499999999999998,0.123,0.082,I need to take a break
0.082,0.1152,0.1265,0.178,0.08266666666666667,I need to take a break
0.03333333333333333,0.0776,0.10399999999999998,0.118,0.08266666666666668,I need to take a break
0.06733333333333333,0.0824,0.1355,0.13599999999999998,0.07,I need to take a break
0.02666666666666667,0.10039999999999999,0.11700000000000002,0.138,0.06866666666666667,I need to take a break
0.08333333333333333,0.12400000000000003,0.15800000000000003,0.175,0.044000000000000004,I need to take a break
0.020666666666666667,0.1128,0.1365,0.189,0.068,I need to take a break
0.10866666666666668,0.1508,0.15299999999999997,0.154,0.05266666666666667,I need to take a break
0.08333333333333333,0.166,0.13949999999999999,0.148,0.116,I need to take a break
0.11466666666666668,0.14479999999999998,0.188,0.156,0.09000000000000001,I need to take a break
0.03866666666666666,0.142,0.17350000000000002,0.14600000000000002,0.10333333333333332,I need to take a break
0.09533333333333333,0.1744,0.17400000000000002,0.16899999999999998,0.08733333333333333,I need to take a break
0.051333333333333335,0.1484,0.14650000000000002,0.128,0.07466666666666667,I need to take a break
0.002,0.1372,0.158,0.122,0.10200000000000002,I need to take a break
0.044,0.1396,0.17350000000000002,0.12400000000000003,0.07733333333333332,I need to take a break
0.10466666666666666,0.1264,0.1655,0.11800000000000002,0.074,I need to take a break
0.042,0.1268,0.14250000000000002,0.13599999999999998,0.08733333333333333,I need to take a break
0.06066666666666667,0.122,0.1735,0.13099999999999998,0.06933333333333333,I need to take a break
0.051333333333333335,0.1368,0.157,0.11100000000000002,0.106,I need to take a break
0.050666666666666665,0.1272,0.1685,0.13599999999999998,0.10400000000000001,I need to take a break
0.094,0.1524,0.155,0.11700000000000002,0.09533333333333334,I need to take a break
0.014000000000000002,0.098,0.146,0.15,0.08133333333333333,I need to take a break
0.07066666666666667,0.16119999999999998,0.15999999999999998,0.174,0.09133333333333334,I need to take a break
0.05466666666666666,0.1732,0.14999999999999997,0.154,0.078,I need to take a break
0.04666666666666666,0.16760000000000003,0.141,0.161,0.09133333333333334,I need to take a break
0.032,0.1772,0.145,0.148,0.07933333333333333,I need to take a break
0.007333333333333333,0.14479999999999998,0.14750000000000002,0.157,0.08466666666666667,I need to take a break
0.009333333333333334,0.1868,0.15999999999999998,0.21800000000000003,0.1,I need to take a break
0.020666666666666667,0.168,0.1695,0.189,0.12399999999999999,I need to take a break
0.058666666666666666,0.20200000000000004,0.182,0.16499999999999998,0.07400000000000001,I need to take a break
0.06133333333333333,0.1524,0.15650000000000003,0.182,0.08866666666666667,I need to take a break
0.054000000000000006,0.172,0.1695,0.187,0.10400000000000001,I need to take a break
0.044000000000000004,0.19799999999999998,0.1815,0.159,0.096,I need to take a break
0.012000000000000002,0.21359999999999998,0.20049999999999998,0.181,0.116,I need to take a break
0.01,0.24199999999999997,0.21800000000000003,0.19,0.11800000000000001,I need to take a break
0.048,0.25560000000000005,0.22349999999999998,0.198,0.12199999999999998,I need to take a break
0.066,0.2644,0.2205,0.188,0.12266666666666667,I need to take a break
0.007333333333333333,0.2348,0.2455,0.187,0.154,I need to take a break
0.06533333333333334,0.2872,0.284,0.221,0.09266666666666666,I need to take a break
0.012,0.26999999999999996,0.29,0.196,0.134,I need to take a break
0.078,0.2948,0.3055,0.186,0.12666666666666665,I need to take a break
0.04733333333333333,0.2788,0.28500000000000003,0.195,0.10933333333333334,I need to take a break
0.035333333333333335,0.2844,0.288,0.233,0.10800000000000001,I need to take a break
0.043333333333333335,0.2628,0.2985,0.23700000000000002,0.12333333333333334,I need to take a break
0.05466666666666667,0.284,0.321,0.23399999999999999,0.11200000000000002,I need to take a break
0.04266666666666666,0.2852,0.2845,0.188,0.11800000000000001,I need to take a break
0.08933333333333332,0.2988,0.2695,0.15,0.13733333333333334,I need to take a break
0.030000000000000002,0.25800000000000006,0.2535,0.16799999999999998,0.12400000000000001,I need to take a break
0.01933333333333333,0.21240000000000003,0.1935,0.16799999999999998,0.11533333333333333,I need to take a break
0.022000000000000002,0.20639999999999997,0.19849999999999998,0.16999999999999998,0.15,I need to take a break
0.03066666666666667,0.2408,0.187,0.154,0.11133333333333333,I need to take a break
0.030666666666666665,0.19520000000000004,0.193,0.156,0.14,I need to take a break
0.0,0.1764,0.17149999999999999,0.18,0.14133333333333334,I need to take a break
0.024666666666666667,0.19,0.188,0.174,0.13399999999999998,I need to take a break
0.016666666666666666,0.17800000000000002,0.16899999999999998,0.16999999999999998,0.136,I need to take a break
0.037333333333333336,0.14559999999999998,0.17250000000000001,0.159,0.136,I need to take a break
0.015333333333333334,0.1496,0.146,0.149,0.136,I need to take a break
0.010666666666666666,0.13440000000000002,0.152,0.127,0.11533333333333333,I need to take a break
0.036000000000000004,0.1288,0.15399999999999997,0.13999999999999999,0.13066666666666665,I need to take a break
0.02066666666666667,0.10039999999999999,0.1285,0.13799999999999998,0.13,I need to take a break
0.008,0.09399999999999999,0.1345,0.127,0.16533333333333333,I need to take a break
0.02333333333333333,0.09280000000000001,0.12150000000000001,0.123,0.146,I need to take a break
0.028666666666666667,0.10039999999999999,0.11200000000000002,0.143,0.11466666666666667,I need to take a break
0.028000000000000004,0.094,0.0985,0.121,0.12333333333333334,I need to take a break
0.048666666666666664,0.10679999999999999,0.1145,0.123,0.11933333333333333,I need to take a break
0.013333333333333334,0.09960000000000001,0.1085,0.10300000000000001,0.138,I need to take a break
0.044000000000000004,0.0852,0.1,0.125,0.13066666666666665,I need to take a break
0.025333333333333333,0.0832,0.093,0.129,0.11800000000000001,I need to take a break
0.025333333333333333,0.09559999999999999,0.095,0.091,0.10866666666666666,I need to take a break
0.002,0.0972,0.07899999999999999,0.095,0.10400000000000001,I need to take a break
0.03333333333333333,0.11720000000000001,0.0835,0.119,0.11266666666666666,I need to take a break
0.034,0.12359999999999999,0.096,0.101,0.10866666666666666,I need to take a break
0.035333333333333335,0.11040000000000001,0.0935,0.10899999999999999,0.11600000000000002,I need to take a break
0.03066666666666667,0.11000000000000001,0.10650000000000001,0.132,0.11533333333333333,I need to take a break
0.042666666666666665,0.11599999999999999,0.098,0.148,0.11533333333333333,I need to take a break
0.044000000000000004,0.064,0.1,0.10899999999999999,0.11933333333333333,I need to take a break
0.08266666666666667,0.062400000000000004,0.0915,0.10500000000000001,0.114,I need to take a break
0.042666666666666665,0.078,0.10899999999999999,0.077,0.11599999999999998,I need to take a break
0.07066666666666667,0.0776,0.074,0.08299999999999999,0.102,I need to take a break
0.04533333333333334,0.07919999999999999,0.0765,0.06499999999999999,0.106,I need to take a break
0.044000000000000004,0.0524,0.10600000000000001,0.101,0.10333333333333332,I need to take a break
0.042,0.0528,0.1165,0.095,0.09666666666666668,I need to take a break
0.048666666666666664,0.08079999999999998,0.12200000000000003,0.10900000000000001,0.112,I need to take a break
0.048666666666666664,0.09480000000000001,0.095,0.072,0.11866666666666666,I need to take a break
0.060000000000000005,0.0892,0.1105,0.076,0.13066666666666665,I need to take a break
0.07,0.0596,0.09300000000000001,0.073,0.11000000000000001,I need to take a break
0.054000000000000006,0.10120000000000001,0.08549999999999999,0.049,0.11733333333333333,I need to take a break
0.058666666666666666,0.07200000000000001,0.0995,0.078,0.10266666666666667,I need to take a break
0.06133333333333334,0.064,0.10049999999999999,0.06499999999999999,0.09733333333333333,I need to take a break
0.03333333333333333,0.0668,0.10600000000000001,0.08,0.10933333333333334,I need to take a break
0.034666666666666665,0.0824,0.11200000000000002,0.06999999999999999,0.08266666666666667,I need to take a break
0.06666666666666667,0.07919999999999999,0.1125,0.091,0.08533333333333333,I need to take a break
0.07,0.09519999999999999,0.12000000000000002,0.073,0.12200000000000001,I need to take a break
0.08733333333333333,0.11,0.11200000000000002,0.095,0.08933333333333332,I need to take a break
0.07,0.076,0.10900000000000001,0.11499999999999999,0.10600000000000001,I need to take a break
0.038,0.0908,0.11499999999999999,0.152,0.1753333333333333,I need to take a break
0.042666666666666665,0.11680000000000001,0.098,0.16499999999999998,0.14466666666666667,I need to take a break
0.0,0.1464,0.11700000000000002,0.16899999999999998,0.14866666666666667,I need to take a break
0.03266666666666666,0.136,0.1295,0.135,0.15066666666666664,I need to take a break
0.096,0.15080000000000002,0.1365,0.14500000000000002,0.13799999999999998,I need to take a break
0.08333333333333333,0.1588,0.12,0.11099999999999999,0.08600000000000001,I need to take a break
0.06333333333333334,0.1648,0.1275,0.133,0.10666666666666667,I need to take a break
0.098,0.14839999999999998,0.1115,0.13899999999999998,0.12266666666666666,I need to take a break
0.07933333333333333,0.11720000000000001,0.121,0.10800000000000001,0.116,I need to take a break
0.07600000000000001,0.14880000000000002,0.1075,0.121,0.13466666666666666,I need to take a break
0.050666666666666665,0.1164,0.0905,0.12999999999999998,0.11333333333333333,I need to take a break
0.08133333333333333,0.15080000000000002,0.0995,0.11600000000000002,0.11266666666666666,I need to take a break
0.050666666666666665,0.1352,0.1045,0.14100000000000001,0.10266666666666667,I need to take a break
0.03933333333333333,0.132,0.0625,0.132,0.13133333333333336,I need to take a break
0.08000000000000002,0.1512,0.088,0.154,0.10800000000000001,I need to take a break
0.11599999999999998,0.1556,0.0625,0.13999999999999999,0.128,I need to take a break
0.08133333333333333,0.15,0.08299999999999999,0.128,0.10133333333333333,I need to take a break
0.05333333333333334,0.1336,0.0695,0.11100000000000002,0.12000000000000002,I need to take a break
0.06133333333333333,0.1216,0.0975,0.151,0.08466666666666667,I need to take a break
0.046,0.1364,0.0935,0.128,0.11666666666666667,I need to take a break
0.06733333333333333,0.1316,0.097,0.12000000000000002,0.10933333333333334,I need to take a break
0.106,0.12480000000000001,0.0645,0.10400000000000001,0.12333333333333334,I need to take a break
0.07933333333333333,0.1368,0.0675,0.148,0.09466666666666666,I need to take a break
0.08866666666666667,0.1352,0.0765,0.18,0.10333333333333333,I need to take a break
0.09133333333333334,0.1332,0.05650000000000001,0.131,0.12399999999999999,I need to take a break
0.082,0.1284,0.051000000000000004,0.161,0.10266666666666667,I need to take a break
0.07266666666666667,0.11960000000000001,0.046,0.157,0.11133333333333333,I need to take a break
0.04933333333333333,0.12159999999999999,0.06599999999999999,0.15,0.11,I need to take a break
0.03866666666666667,0.1444,0.052500000000000005,0.128,0.12933333333333333,I need to take a break
0.046000000000000006,0.13119999999999998,0.05600000000000001,0.11399999999999999,0.14333333333333334,I need to take a break
0.09066666666666667,0.11040000000000001,0.037,0.119,0.16266666666666668,I need to take a break
0.084,0.1384,0.05500000000000001,0.162,0.096,I need to take a break
0.12200000000000001,0.1256,0.0475,0.151,0.15266666666666667,I need to take a break
0.07266666666666667,0.1324,0.046,0.15,0.11933333333333333,I need to take a break
0.08600000000000001,0.1384,0.073,0.11599999999999999,0.10733333333333332,I need to take a break
0.02333333333333333,0.146,0.032,0.142,0.12333333333333334,I need to take a break
0.03333333333333333,0.128,0.076,0.133,0.13733333333333334,I need to take a break
0.07133333333333333,0.1284,0.08600000000000001,0.119,0.13333333333333333,I need to take a break
0.08800000000000001,0.10120000000000001,0.075,0.136,0.15,I need to take a break
0.052,0.10279999999999999,0.0425,0.13,0.15466666666666665,I need to take a break
0.06533333333333333,0.12999999999999998,0.06599999999999999,0.146,0.14866666666666667,I need to take a break
0.10933333333333332,0.12719999999999998,0.09,0.127,0.11200000000000002,I need to take a break
0.05266666666666667,0.10760000000000002,0.06799999999999999,0.129,0.13066666666666665,I need to take a break
0.078,0.13040000000000002,0.09,0.15899999999999997,0.10266666666666667,I need to take a break
0.05733333333333334,0.1276,0.08399999999999999,0.178,0.11466666666666668,I need to take a break
0.1,0.13079999999999997,0.07050000000000001,0.153,0.10133333333333333,I need to take a break
0.12333333333333334,0.1412,0.06599999999999999,0.119,0.11466666666666668,I need to take a break
0.11800000000000001,0.1324,0.1445,0.144,0.128,I need to take a break
0.09666666666666668,0.10600000000000001,0.12350000000000001,0.11200000000000002,0.134,I need to take a break
0.13333333333333333,0.1192,0.092,0.13999999999999999,0.12999999999999998,I need to take a break
0.10600000000000001,0.13720000000000002,0.073,0.158,0.10933333333333334,I need to take a break
0.09466666666666666,0.1204,0.09,0.154,0.11000000000000001,I need to take a break
0.07333333333333332,0.15360000000000001,0.0775,0.15,0.132,I need to take a break
0.05266666666666667,0.09759999999999999,0.135,0.092,0.07200000000000001,I need to take a break
0.042,0.0704,0.1065,0.11000000000000001,0.08866666666666667,I need to take a break
0.05733333333333333,0.0964,0.1115,0.074,0.06933333333333333,I need to take a break
0.058,0.1128,0.1255,0.095,0.076,I need to take a break
0.051333333333333335,0.0964,0.10600000000000001,0.081,0.084,I need to take a break
0.04533333333333333,0.102,0.1065,0.081,0.07866666666666666,I need to take a break
0.03666666666666667,0.0924,0.11699999999999999,0.06799999999999999,0.096,I need to take a break
0.03933333333333334,0.0888,0.1015,0.05800000000000001,0.114,I need to take a break
0.06199999999999999,0.10640000000000001,0.0775,0.06899999999999999,0.09066666666666666,I need to take a break
0.054000000000000006,0.0668,0.081,0.11000000000000001,0.082,I need to take a break
0.050666666666666665,0.062,0.0865,0.10200000000000001,0.064,I need to take a break
0.06533333333333333,0.0796,0.097,0.094,0.05533333333333334,I need to take a break
0.11533333333333333,0.078,0.0765,0.10200000000000001,0.074,I need to take a break
0.128,0.0932,0.0985,0.126,0.07533333333333332,I need to take a break
0.08733333333333333,0.10919999999999998,0.0915,0.126,0.051333333333333335,I need to take a break
0.13266666666666665,0.1052,0.099,0.14100000000000001,0.042666666666666665,I need to take a break
0.17866666666666664,0.0932,0.09,0.10899999999999999,0.044000000000000004,I need to take a break
0.12000000000000001,0.09359999999999999,0.1165,0.124,0.04066666666666666,I need to take a break
0.14466666666666667,0.0756,0.10499999999999998,0.11000000000000001,0.03066666666666667,I need to take a break
0.154,0.0956,0.1015,0.13999999999999999,0.03266666666666666,I need to take a break
0.14800000000000002,0.10239999999999999,0.0755,0.119,0.03933333333333334,I need to take a break
0.14066666666666666,0.094,0.074,0.128,0.025333333333333333,I need to take a break
0.10733333333333332,0.08960000000000001,0.08349999999999999,0.098,0.04733333333333334,I need to take a break
0.12466666666666668,0.096,0.0885,0.095,0.06066666666666666,I need to take a break
0.128,0.09720000000000001,0.08549999999999999,0.1,0.04533333333333334,I need to take a break
0.14333333333333337,0.1048,0.097,0.11600000000000002,0.042,I need to take a break
0.12066666666666667,0.0796,0.083,0.099,0.029333333333333336,I need to take a break
0.11866666666666667,0.10679999999999999,0.10049999999999999,0.10400000000000001,0.056666666666666664,I need to take a break
0.13666666666666666,0.0684,0.085,0.1,0.03933333333333334,I need to take a break
0.13133333333333333,0.068,0.0895,0.11600000000000002,0.05666666666666667,I need to take a break
0.10866666666666666,0.0688,0.077,0.097,0.034,I need to take a break
0.13333333333333333,0.09440000000000001,0.0915,0.095,0.030000000000000006,I need to take a break
0.10400000000000001,0.11999999999999998,0.091,0.11599999999999999,0.042,I need to take a break
0.07533333333333332,0.0816,0.077,0.122,0.042666666666666665,I need to take a break
0.07466666666666667,0.0684,0.07849999999999999,0.11599999999999999,0.035333333333333335,I need to take a break
0.02933333333333333,0.0832,0.0665,0.10899999999999999,0.04,I need to take a break
0.008,0.07279999999999999,0.0645,0.10600000000000001,0.04466666666666666,I need to take a break
0.034666666666666665,0.08040000000000001,0.0805,0.11600000000000002,0.04933333333333333,I need to take a break
0.10666666666666667,0.0372,0.10500000000000001,0.082,0.10400000000000001,I need to take a break
0.12466666666666668,0.0368,0.11600000000000002,0.062,0.10066666666666667,I need to take a break
0.10600000000000001,0.0464,0.10550000000000001,0.051000000000000004,0.09333333333333332,I need to take a break
0.13333333333333333,0.0296,0.1125,0.083,0.09866666666666667,I need to take a break
0.11199999999999997,0.027999999999999997,0.11200000000000002,0.08600000000000001,0.09600000000000002,I need to take a break
0.16,0.048,0.1035,0.08600000000000001,0.08866666666666667,I need to take a break
0.12066666666666667,0.046400000000000004,0.10550000000000001,0.10500000000000001,0.07400000000000001,I need to take a break
0.07666666666666666,0.05279999999999999,0.083,0.10200000000000001,0.05733333333333334,I need to take a break
0.08333333333333333,0.0632,0.17350000000000002,0.081,0.052,I need to take a break
0.12066666666666669,0.0564,0.1915,0.05600000000000001,0.064,I need to take a break
0.07466666666666666,0.08839999999999999,0.094,0.064,0.08266666666666667,I need to take a break
0.04066666666666666,0.08040000000000001,0.07949999999999999,0.07200000000000001,0.07666666666666666,I need to take a break
0.048666666666666664,0.0776,0.059,0.063,0.08800000000000001,I need to take a break
0.06066666666666667,0.052000000000000005,0.0985,0.08099999999999999,0.08066666666666666,I need to take a break
0.08466666666666667,0.0384,0.0765,0.08,0.09000000000000001,I need to take a break
0.048666666666666664,0.047599999999999996,0.08900000000000001,0.11300000000000002,0.08133333333333333,I need to take a break
0.11133333333333333,0.047200000000000006,0.11099999999999999,0.093,0.08533333333333333,I need to take a break
0.05266666666666667,0.0256,0.06849999999999999,0.077,0.12399999999999999,I need to take a break
0.11666666666666667,0.044399999999999995,0.09649999999999999,0.101,0.08333333333333333,I need to take a break
0.07466666666666667,0.047200000000000006,0.067,0.067,0.08733333333333333,I need to take a break
0.06266666666666668,0.032,0.1125,0.101,0.074,I need to take a break
0.09066666666666666,0.053200000000000004,0.134,0.146,0.07133333333333333,I need to take a break
0.10133333333333333,0.0272,0.0985,0.12,0.07933333333333333,I need to take a break
0.13466666666666666,0.032,0.125,0.13599999999999998,0.06266666666666666,I need to take a break
0.09133333333333332,0.0228,0.10500000000000001,0.14100000000000001,0.06066666666666666,I need to take a break
0.092,0.032400000000000005,0.11299999999999999,0.119,0.07,I need to take a break
0.035333333333333335,0.0564,0.11200000000000002,0.09,0.09800000000000002,I need to take a break
0.08066666666666666,0.045200000000000004,0.10600000000000001,0.13999999999999999,0.08333333333333333,I need to take a break
0.05799999999999999,0.0412,0.11750000000000001,0.142,0.07333333333333333,I need to take a break
0.10466666666666667,0.044000000000000004,0.0995,0.122,0.08133333333333333,I need to take a break
0.037333333333333336,0.04,0.10500000000000001,0.10600000000000001,0.07533333333333332,I need to take a break
0.066,0.04,0.1095,0.1,0.056666666666666664,I need to take a break
0.132,0.053200000000000004,0.127,0.123,0.05533333333333333,I need to take a break
0.058,0.0268,0.10400000000000001,0.088,0.07666666666666666,I need to take a break
0.09866666666666667,0.092,0.0955,0.131,0.06266666666666668,I need to take a break
